epoch_ms,uptime_ms,frame_start_uptime_ms,frame_end_uptime_ms,frame_dt_ms,trial_id,section_id,session_id,trial_number,division_tag,device_family,device_family_code,device_name,parsed_load_family,parsed_load_type,load_type,label_arc,abs_irms_zscore_vs_baseline,delta_irms_abs,halfcycle_asymmetry,suspicious_run_energy,delta_hf_energy,delta_flux,midband_residual_ratio,zcv,spectral_flux_midhf,peak_fluct_cv,residual_crest_factor,thd_i,hf_energy_delta,edge_spike_ratio,v_sag_pct,cycle_nmse,ctx_family_resistive_linear,ctx_family_inductive_motor,ctx_family_rectifier_smps,ctx_family_phase_angle_controlled,ctx_family_brush_universal_motor,ctx_family_other_mixed,context_family_confidence,rf_train_row,sample_weight,label_trust,clean_reason,clean_quality,source_kind,source_priority,trusted_normal_session,context_family_code_runtime,context_runtime_source,context_augmented,section_prior,notes,_source_file,_source_folder,feature_compute_end_uptime_ms,log_enqueue_uptime_ms,compute_time_ms,timing_skew_ms,v_rms,i_rms,temp_c,model_pred,feat_valid,current_valid,sampling_quality_bad,invalid_loaded_flag,invalid_off_flag,relay_blank_active,turnon_blank_active,transient_blank_active,suspicious_run_len,invalid_loaded_run_len,restrike_count_short,context_family_code_provisional,context_family_confidence_provisional,context_acquiring,context_latched,adc_fs_hz,feature_space_version,fs_err_hz,queue_drop_count,fault_state,arc_counter,auto_capture,section_key,arc_like_score,normal_like_score,transport_glitch_flag,hard_negative,transition_normal,conflict_scope,_feature_sig,_conflict_sig,is_scaffold,scaffold_weight_scale,scaffold_cap_reason,label_conflict,conflict_policy
1710000495705,243502,243502,243602,99.976,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,0,0.623482269843924,0.3384744483867436,5.615996634404425,4.360806815574524,1.45626959708327,4.541442162663137,-47.758213853494716,0.6264882878242096,199.7882236530764,13.398319880211226,7.728989592315096,181.07772893689716,10.450237794998582,-9.189669277487614,0.08862729103917544,4.732364548293539,0,0,0,0,1,0,0.9100250355658412,1,1.0,0.95,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,243613,243617,9.318450057390121,-0.06346501711291985,228.767446108127,3.0211384794854728,24.607298312703357,0,1,1,0,0,0,0,0,0,9,0,0,4,0.9600250355658413,0,1,28770.771404552503,8,1770.7714045525026,0,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,0.3075245198372536,0.6963021585787763,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000495905,243702,243702,243802,99.977,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,0,0.6328311918279397,0.33088419261228696,2.358187095891167,4.188787275297891,2.1122493482807045,4.033766305558303,-50.04139902458276,0.6380729613136569,197.34868390954622,13.500443604416132,7.607555971502415,184.13255888027336,10.417301844126444,-8.76207119612719,0.07207752218768773,4.9473419078443035,0,0,0,0,1,0,0.9304611748874599,1,1.0,0.95,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,243817,243821,10.732279855651507,0.3491169715700287,228.6740373717052,2.984709300413741,24.595935115325037,0,1,1,0,0,0,0,0,0,8,0,0,4,0.98046117488746,0,1,28757.536665765798,8,1757.5366657657978,0,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,0.26660211792480665,0.7189783732280578,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000496005,243802,243802,243902,99.974,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,1,5.180190562777785,2.3475205595690185,13.699525075068632,6.9731069767850835,2.8074567580136107,18.462239793424118,-33.7128237902367,1.0743532793202286,200.0,26.992875107700726,10.906556659312747,195.0226714784381,13.78655653976725,5.722842932528123,0.1908190562862522,14.845695344133706,0,0,0,0,1,0,0.8912765652963968,1,1.0,0.9,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,243912,243914,11.541296669365504,0.3008962241824985,228.04847732754016,2.9990198520901488,24.533409972287245,1,1,1,0,0,0,0,0,0,14,0,1,4,0.9412765652963968,0,1,28758.00382912411,8,1758.0038291241108,0,0,1,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,1.0,0.013804006508364398,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000496105,243902,243902,244002,99.974,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,1,4.055650547064559,2.191791706456963,18.628394418061127,6.364367633206854,2.7771516939653536,21.953787331683614,-38.05240442369252,1.0845497312459598,200.0,21.40801566112771,9.733291379541862,189.77326582557905,13.326641041891413,1.466337519790458,0.3831157966788333,16.82642831524773,0,0,0,0,1,0,0.8421377896977236,1,1.0,0.9,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,244012,244016,14.481698582648912,-0.01932936358835954,228.73812317607383,2.8514557289595963,24.425179670609683,1,1,1,0,0,0,0,0,0,13,0,0,4,0.8921377896977236,0,1,28851.784680758297,8,1851.7846807582973,0,0,2,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,1.0,0.02536591873350285,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000496205,244002,244002,244102,99.981,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,1,3.172265297076258,1.8584596935180455,24.30898186659211,6.37018766272579,3.5356443898491943,14.52906062954931,-34.42793774037236,1.0488917574972578,200.0,29.203994883229278,9.954699699279896,192.26404629449306,12.159567779878655,-0.6387471375695117,0.6216006593121634,16.998501866674733,0,0,0,0,1,0,0.8865458619542436,1,1.0,0.9,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,244109,244111,7.7730615636735845,-0.6166410786525,229.56353248695956,2.8031102939172414,24.532722731100055,1,1,1,0,0,0,0,0,0,13,0,0,4,0.9365458619542436,0,1,28674.83288228514,8,1674.83288228514,0,0,3,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,1.0,0.0,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000497904,245701,245701,245801,99.977,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,0,0.6781366460527094,0.3245307454360964,2.6658352201105204,3.906089650893034,1.09257898366947,4.234205239161767,-48.701955765829226,0.727241029218775,197.18807861308164,13.155188361216624,8.32425118455222,181.75332416982144,10.643783411445147,-8.32144731067403,0.10759143950883282,4.6066074032476445,0,0,0,0,1,0,0.9560697981591151,1,1.0,0.95,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,245807,245810,8.706042305809541,-0.7735119712798225,228.69307425703045,2.9414104498845224,24.440367536825416,0,1,1,0,0,0,0,0,0,8,0,0,4,1.0,0,1,28732.62654050224,8,1732.6265405022386,0,0,3,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,0.2795210417230649,0.7534990404983889,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000498904,246701,246701,246801,99.975,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,0,0.56004788725665,0.29030953003448007,4.669254918242103,3.8168170201444083,1.859354788625748,5.095351447452908,-49.50632363052958,0.6302797896568887,197.06459887330283,12.595619139313166,8.062052329050768,181.4140382388779,10.967073491674695,-7.078408627762496,0.08268897147795821,5.326297101350783,0,0,0,0,1,0,0.9051921135683316,1,1.0,0.95,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,246812,246813,10.740749862439715,0.1151565346447985,229.18549197058505,2.8803080505239005,24.654881212726085,0,1,1,0,0,0,0,0,0,8,0,0,4,0.9551921135683317,0,1,28740.285687714433,8,1740.2856877144332,0,0,3,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,0.33169541362113997,0.6289788237768706,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000499104,246901,246901,247001,99.97,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,0,0.7390781800793218,0.36722716362011665,3.3501545261211136,4.014022853468148,1.757594594816492,4.793010533775817,-48.53778151543343,0.6619050641308935,197.4214246460521,13.129253480206806,8.224969816564109,179.54057062808198,11.099543025837052,-8.317262482003379,0.09783438340134619,5.159621218346378,0,0,0,0,1,0,0.9706121627597638,1,1.0,0.95,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,247016,247020,12.408299449335377,0.6525566670009827,228.10049963879888,2.8639091010931548,24.634358041029966,0,1,1,0,0,0,0,0,0,8,0,0,4,1.0,0,1,28799.804971693036,8,1799.8049716930364,0,0,3,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,0.29328524134135847,0.7147595298676576,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000499204,247001,247001,247101,99.98,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,1,3.206979623912708,1.3447277745502784,14.287125122223255,6.3447702052236865,3.1437881333342426,15.028412448658672,-35.46715927349356,0.887147139013293,200.0,22.796864035941464,8.85079901431178,194.29882279702286,11.20173966958244,4.148889609659932,0.5144496433426423,18.89389949265179,0,0,0,0,1,0,0.9189377395810395,1,1.0,0.9,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,247108,247111,10.41744276240974,0.16855894040119768,228.8275967960152,2.8658223806094467,24.47950356359576,1,1,1,0,0,0,0,0,0,13,0,0,4,0.9689377395810396,0,1,28872.78874276053,8,1872.788742760531,0,0,4,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,1.0,0.0015914865801390052,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
1710000499304,247101,247101,247201,99.982,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,5,arc,brush_universal_motor,4,angle_grinder,Brush Motor,Angle Grinder,Angle Grinder,1,5.841853548018839,1.9326331877983245,20.296160958197756,5.795192427103158,3.1732655099602134,15.141644822883393,-37.61816134911389,1.1809679547267602,200.0,23.70807033361711,11.25556406797654,191.51140255898855,13.259272945017791,2.9486128627419124,0.5812833622822944,10.297477098339744,0,0,0,0,1,0,0.8851769952617169,1,1.0,0.9,kept,trainable,synthetic,3,0,4,synthetic_family,0,arc_eligible,synthetic_baseline,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05.csv,arc,247209,247213,10.265757585621284,0.35321867149057223,227.7840620467844,2.689290419830755,24.460941931139686,1,1,1,0,0,0,0,0,0,12,0,1,4,0.9351769952617169,0,1,28665.251703504528,8,1665.2517035045275,0,0,5,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05__section01,1.0,0.0,0,0,0,Brush Motor__Angle Grinder__brush_universal_motor__arc__trial05,,,1,1.0,,0,none
