epoch_ms,uptime_ms,frame_start_uptime_ms,frame_end_uptime_ms,frame_dt_ms,trial_id,section_id,session_id,trial_number,division_tag,device_family,device_family_code,device_name,parsed_load_family,parsed_load_type,load_type,label_arc,abs_irms_zscore_vs_baseline,delta_irms_abs,halfcycle_asymmetry,suspicious_run_energy,delta_hf_energy,delta_flux,midband_residual_ratio,zcv,spectral_flux_midhf,peak_fluct_cv,residual_crest_factor,thd_i,hf_energy_delta,edge_spike_ratio,ctx_family_resistive_linear,ctx_family_inductive_motor,ctx_family_rectifier_smps,ctx_family_phase_angle_controlled,ctx_family_brush_universal_motor,ctx_family_other_mixed,context_family_confidence,rf_train_row,sample_weight,label_trust,clean_reason,clean_quality,source_kind,source_priority,trusted_normal_session,context_family_code_runtime,context_runtime_source,context_augmented,section_prior,notes,_source_file,_source_folder,feature_compute_end_uptime_ms,log_enqueue_uptime_ms,compute_time_ms,timing_skew_ms,v_rms,i_rms,temp_c,model_pred,feat_valid,current_valid,sampling_quality_bad,invalid_loaded_flag,invalid_off_flag,relay_blank_active,turnon_blank_active,transient_blank_active,suspicious_run_len,invalid_loaded_run_len,restrike_count_short,context_family_code_provisional,context_family_confidence_provisional,context_acquiring,context_latched,adc_fs_hz,feature_space_version,cycle_nmse,fs_err_hz,v_sag_pct,queue_drop_count,fault_state,arc_counter,auto_capture,section_key,arc_like_score,normal_like_score,transport_glitch_flag,hard_negative,transition_normal,conflict_scope,_feature_sig,_conflict_sig,label_conflict,conflict_policy
1775805300000,108000,108000,108006,101.59692755666005,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,1.048844,0.229682,8.5,5.225165,1.827614,3.619742,-61.529973,0.33,38.480595,0.15,9.0,67.177,10.450896,-6.2,0.88,0.0225,0.0316,0.0148,0.039,0.0121,0.3064,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108008,108010,5.365444064364079,0.8254652231919768,228.848,6.077106,27.563,0,1,1,0,0,0,0,0,0,3188,0,1,0,0.2564,1,0,26776.472,5,0.228051,528.217,0.037111,0,0,0,0,electric_kettle::startup_transient,0.3969,1.0435,0,0,1,,,,0,none
1775805300100,108100,108100,108106,102.90483506377444,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,1.335904,0.240271,8.5,5.461458,1.913576,4.128384,-62.779464,0.33,38.996677,0.15,9.0,67.5861,10.348572,-6.2,0.88,0.019,0.0284,0.0139,0.0105,0.0481,0.3084,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108108,108110,6.682869771615804,-0.6697700599715497,227.57,6.166437,28.28,0,1,1,0,0,0,0,0,0,2946,0,1,0,0.2584,1,0,27391.175,5,0.213416,496.582,0.060184,0,0,2,0,electric_kettle::startup_transient,0.4498,1.008,0,0,1,,,,0,none
1775805300200,108200,108200,108206,98.73010506386754,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,1.11091,0.210374,8.5,7.170012,1.556915,3.899169,-62.70036,0.33,38.40626,0.15,9.0,68.6766,9.876261,-6.2,0.88,0.0187,0.0083,0.017,0.0356,0.0404,0.31,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108208,108210,5.079718210906399,-3.3746688679160597,228.102,6.102482,27.848,0,1,1,0,0,0,0,0,0,1498,0,0,0,0.26,1,0,26451.514,5,0.227407,494.261,0.040071,0,0,1,0,electric_kettle::startup_transient,0.4061,1.038,0,0,1,,,,0,none
1775805300300,108300,108300,108306,101.07061317744852,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,1.580276,0.205016,8.5,7.358788,1.682474,3.037988,-62.178939,0.33,37.726626,0.15,9.0,67.6371,9.76234,-6.2,0.88,0.0127,0.02,0.0163,0.0225,0.0485,0.2925,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108308,108310,6.463302891219562,-2.377526108645702,227.465,6.206618,27.905,0,1,1,0,0,0,0,0,0,2224,0,0,0,0.25,1,0,26785.605,5,0.113237,489.312,0.051082,0,0,0,0,electric_kettle::startup_transient,0.4716,0.9822,0,0,1,,,,0,none
1775805300400,108400,108400,108406,98.50211320438254,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,1.342042,0.263054,8.5,5.053182,2.107333,4.968189,-62.494025,0.33,38.457963,0.15,9.0,64.8213,9.833857,-6.2,0.88,0.0478,0.0203,0.0042,0.0221,0.0255,0.3018,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108408,108410,6.184943766417025,-1.9302335244647437,229.226,5.55289,27.992,0,1,1,0,0,0,0,0,0,2147,0,1,0,0.2518,1,0,26548.237,5,0.163274,469.533,0.047888,0,0,2,0,electric_kettle::startup_transient,0.4633,1.0049,0,0,1,,,,0,none
1775805300500,108500,108500,108506,99.4614423601522,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,1.139208,0.185879,8.5,4.689799,1.764661,3.141337,-60.015518,0.33,36.465205,0.15,9.0,67.4288,9.952545,-6.2,0.88,0.0153,0.0276,0.0353,0.0041,0.0376,0.3923,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108508,108510,5.3831873211359875,2.9228885844844044,227.468,5.990848,28.5,0,1,1,0,0,0,0,0,0,1804,0,0,0,0.3423,1,0,27353.83,5,0.21715,495.301,0.06959,0,0,1,0,electric_kettle::startup_transient,0.3986,1.037,0,0,1,,,,0,none
1775805300600,108600,108600,108606,100.27146934488363,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,1.053024,0.215211,8.5,4.764296,1.244066,3.261703,-63.631493,0.33,36.774155,0.15,9.0,69.4546,9.469443,-6.2,0.88,0.018,0.0347,0.0208,0.0196,0.0268,0.3822,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108608,108610,5.228228330138905,5.034948075067841,228.494,5.979668,28.06,0,1,1,0,0,0,0,0,0,4489,0,0,0,0.3322,1,0,26841.939,5,0.201838,542.224,0.042737,0,0,0,0,electric_kettle::startup_transient,0.3913,1.0444,0,0,1,,,,0,none
1775805300700,108700,108700,108706,98.8715317863097,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.799637,0.10736,8.5,5.195155,1.59328,2.690041,-66.322107,0.33,37.002792,0.15,9.0,63.0683,10.851699,-6.2,0.88,0.0551,0.0058,0.0222,0.0071,0.0298,0.4272,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108708,108710,5.133822964516041,-2.7497916167399636,227.825,6.184581,28.283,0,1,1,0,0,0,0,0,0,2586,0,0,0,0.3772,1,0,27127.693,5,0.122755,478.127,0.033548,0,0,0,0,electric_kettle::startup_transient,0.3257,1.0856,0,0,1,,,,0,none
1775805300800,108800,108800,108806,99.24406786537935,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.81428,0.157145,8.5,8.937392,1.461461,3.262134,-62.27075,0.33,37.362065,0.15,9.0,64.955,9.555035,-6.2,0.88,0.0299,0.0401,0.0076,0.0257,0.0167,0.4986,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108808,108810,5.1525625121024685,2.942983945986314,229.039,5.936681,28.599,0,1,1,0,0,0,0,0,0,490,0,0,0,0.4486,1,0,27097.082,5,0.271469,510.553,0.053941,0,0,1,0,electric_kettle::startup_transient,0.3427,1.0789,0,0,1,,,,0,none
1775805300900,108900,108900,108906,102.25260696619378,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient,scaffold__resistive_linear__electric_kettle__trial_01__startup_transient__sess,1,startup_transient,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.479317,0.160943,8.5,5.878585,1.512909,3.000713,-61.898782,0.33,36.16331,0.15,9.0,71.6426,10.470965,-6.2,0.88,0.0423,0.0241,0.0169,0.0103,0.0263,0.5119,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_context,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__startup_transient.csv,scaffold/resistive_linear,108908,108910,6.820646157646801,1.4615493822772896,228.075,5.977407,27.45,0,1,1,0,0,0,0,0,0,1385,0,0,0,0.4619,1,0,26355.396,5,0.226345,551.821,0.076159,0,0,0,0,electric_kettle::startup_transient,0.2872,1.1187,0,0,1,,,,0,none
