spectral_entropy,thd_pct,zcv,v_rms,i_rms,temp_c,label_arc,state
0.47880568755706854,2.0929231678501488,0.004373167671040165,223.16857896379918,2.4103985098375746,36.004146205626085,0,normal
0.3493758101563593,4.186626198020519,0.13498288037202344,222.7606919966584,1.6523107087429683,36.04597126213027,0,normal
0.35591261488571563,3.0620719259748976,0.04543865340870048,213.83249856726496,4.713495181637789,27.251569167282895,0,normal
0.8042558624229812,13.24469800983884,0.7230680330554518,195.57615924451287,11.429259914598015,31.794611695689667,1,arc
0.47042308429233853,7.600403549583538,0.1437232452246316,222.1376850201233,10.2,47.70553558340828,0,overload
0.40775724818047865,3.7975475695646206,0.11051058703220393,219.00604082757226,1.047280139944538,46.1934911766884,0,normal
0.302622570976096,0.20897687981984703,0.16297960330021227,218.10311585441528,1.8828231663454766,31.896255893459653,0,normal
0.2930650993964482,4.779471850721466,0.08697642910124709,216.9267066653126,2.175962121345636,20.890003035055443,0,normal
0.4572714565640534,0.8630608619577704,0.1340987243485977,227.65830684690684,1.1344444517764773,29.257349975141985,0,normal
0.45570063396719684,4.713099856964685,0.05581390552312033,220.10880827081607,1.8409944745426974,45.26824115566915,0,normal
0.7880163199129063,30.042649060664722,0.2,197.6617279331083,7.5624122305924555,29.731830347366,1,arc
0.8018625555495474,24.306934427355692,0.4822077648425497,195.1239306529996,5.892840384979824,35.79946962039986,1,arc
0.443939068423275,4.9354986291592144,0.159592058892937,227.82914763601661,1.8514736881375367,30.324242205674757,0,normal
0.4611503877960688,0.9744175921283813,0.06298756781975952,216.47814450336958,3.4580817111219924,26.599137419752658,0,normal
0.2791914700483328,4.131257474133199,0.05012479317278222,219.64357973512304,4.780436813769956,36.417561040406085,0,normal
0.47857601093884305,8.95994713132045,0.06266522431939955,209.6490483003941,6.3402764491003545,85.33295903314,0,heating
0.34325710475096366,2.502683094181035,0.030623096720093848,219.03360904159345,3.8139458548635163,37.367778750402564,0,normal
0.3615052131893598,4.845454980070213,0.05541172786254005,232.08866494546822,1.9160400470108605,30.96164549158952,0,normal
0.48135489729791503,1.835696512349042,0.10661757748524839,218.47598896053205,1.2064005821871975,31.080231233828258,0,normal
0.26836315248789805,2.7674199792455116,0.0956702574389773,221.27008639603216,4.594972929874359,47.62323994907767,0,normal
0.22347581103093794,3.9986792695600624,0.02665896046304511,212.90993489046588,2.6609752104659488,27.37830418526605,0,normal
0.35043872323763753,4.474339635336079,0.040288633971545626,209.7919245046615,4.526078493274005,26.532723835306196,0,normal
0.415130046684847,2.049056208584722,0.22458275514797987,221.32865611440775,1.2474181146227858,42.66968213230524,0,normal
0.9186330149071181,38.927173866580276,0.6132754225057542,219.97334065730843,9.315142765768218,47.74364027991552,1,arc
0.4434520621207897,5.41005796135245,0.0785347042650836,220.9362707386372,1.335051209952514,26.386774843473503,0,normal
0.3022746956800408,3.4934535607714188,0.06627647263122702,216.9541484499876,0.352228716033512,55.15785246331785,0,normal
0.3420246387633941,4.291393706180787,0.12947003074873095,221.4083456207801,2.5944752840060668,31.25929455314209,0,normal
0.45746065595810437,2.3559360374990943,0.051573028571434004,226.13422248691904,2.04792239069055,46.50439973956708,0,normal
0.2922460189639774,1.7242713383130193,0.11635750636649499,222.47958848928175,1.7664461240982081,32.843096962348625,0,normal
