cycle_nmse,zcv,zc_dwell_ratio,pulse_count_per_cycle,peak_fluct_cv,midband_residual_rms,hf_band_energy_ratio,wpe_entropy,spec_entropy,thd_i,v_rms,i_rms,temp_c,label_arc,load_type,session_id,epoch_ms
0.005897170797544314,0.43094647906758937,0.15577077035728187,0.04642599254013022,0.0,0.016354153875801265,0.07083972388132803,0.10213148698498284,0.5571176365327754,4.870840566160567,217.02468005065123,4.678453542638292,29.359068819755436,0,bootstrap_nonarc,gen0_nonarc_000,1700000000000
0.0,0.0,0.008991234839991123,0.048067908115666386,0.008912069925461823,0.0,0.0,0.002154087059850986,0.0,0.0,212.57509468192424,0.014296752403094167,30.534487904839853,0,bootstrap_nonarc,gen0_nonarc_000,1700000000033
0.3099515119580646,0.4282384008749455,0.5992012938416632,0.8374956459160809,0.009668679935848032,0.04458562629265877,0.0476803426924043,0.6904953633611752,0.4887493258720877,129.445924353858,219.0233423233266,0.387892738772761,28.385068075318507,0,bootstrap_nonarc,gen0_nonarc_000,1700000000066
1.2260396471639121,0.9605968292865584,0.7532450183761246,0.22200553516328092,1.271621908815376,0.020409840592592588,0.08543044078514397,0.7502583914183553,0.5107678656564266,78.21921966722914,218.01236386314753,0.1675221553247433,27.376292992910248,0,bootstrap_nonarc,gen0_nonarc_000,1700000000099
1.3439236481134618,0.9347734618770476,0.9201655329537911,1.449212315357822,0.10269382488239609,0.026399910554482726,0.09742408648668914,0.7780164409453026,0.5375378240227846,107.39960158413004,221.804653008123,0.08951633284684679,27.11866117898143,0,bootstrap_nonarc,gen0_nonarc_000,1700000000132
0.3121122049313768,0.7358305030173058,0.7099120014834259,0.013878022477741503,0.03015470787041004,0.09681956246746984,0.06917814646085625,0.4345407668771185,0.5351663077183427,96.6426069763509,218.11022049681728,0.3566556926494726,27.13433609735385,0,bootstrap_nonarc,gen0_nonarc_000,1700000000165
0.0012784040316728537,0.0,0.014673338120774801,0.02037985277108171,0.0073124051732507325,0.0,0.007269076023699246,0.03015503015891342,0.005103763032034099,0.0,217.8737560015842,0.0,28.324979120567214,0,bootstrap_nonarc,gen0_nonarc_000,1700000000198
0.14042257407656417,0.4628398445320575,0.6371947664181309,1.22376812918321,0.007855765419944993,0.05178816618224763,0.016283723825944462,0.8895772723862665,0.5011767235637572,109.85774469728203,216.32462858156342,0.37363443626314946,27.471574266671904,0,bootstrap_nonarc,gen0_nonarc_000,1700000000231
0.01623598842495711,2.1741321357120547,0.21597698232053866,13.429778891713632,0.0042939253593072026,0.010285437166826446,0.40130518755363054,0.30835185461062115,0.8703803656399253,28.226361111655848,217.99473566166225,0.09704571242041295,27.719852580139584,0,bootstrap_nonarc,gen0_nonarc_000,1700000000264
0.0085635607242642,0.35298641155100324,0.16463886516622717,0.0,0.0,0.06078165444773125,0.1058532709066847,0.08090692281034241,0.34802156134820367,4.942894834661909,216.0078473237677,4.6338084607210055,30.21274920370204,0,bootstrap_nonarc,gen0_nonarc_000,1700000000297
